mode,run_id,problem_family,base_setting,setting,kappa,lr,algo,seed,final_step,final_loss,final_recovery_error,initial_loss,initial_recovery_error,total_loss_decrease,relative_loss_decrease
raw,48,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=1e-03,100.0,0.001,Muon,3,10,0.00016098106758049769,0.9987454986954993,0.00016144123210250178,1.0001224102346165,4.601645220040989e-07,0.0028503531347675334
equal_update,48,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=1e-03,100.0,0.001,Adam,4,10,0.0001465593905829692,0.9977355330500148,0.00014765915682122912,1.001229148681757,1.0997662382599186e-06,0.007448005676961878
raw,49,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=1e-03,100.0,0.001,Muon,4,10,0.0001471835482082325,0.9997065668684761,0.00014765915682122912,1.001229148681757,4.756086129966135e-07,0.003220989630683268
equal_update,49,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=1e-03,100.0,0.001,Muon,4,10,0.0001471835482082325,0.9997065668684761,0.00014765915682122912,1.001229148681757,4.756086129966135e-07,0.003220989630683268
raw,50,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-03,100.0,0.001,Adam,0,5,0.003594788774695803,1.0999016118222622,0.012595069754438687,1.1531162994796222,0.009000280979742883,0.714587624778422
equal_update,50,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-03,100.0,0.001,Adam,0,5,0.01100016359547622,1.1427161355793332,0.012595069754438687,1.1531162994796222,0.0015949061589624666,0.12662940262005284
raw,51,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-03,100.0,0.001,Adam,1,5,0.003696903737148536,1.1206434753118752,0.012757591945778827,1.17359807729054,0.009060688208630291,0.7102193146746827
equal_update,51,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-03,100.0,0.001,Muon,0,5,0.010946235295181262,1.1462188807959923,0.012595069754438687,1.1531162994796222,0.0016488344592574256,0.13091110183620477
raw,52,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-03,100.0,0.001,Adam,2,5,0.0033027196290278684,1.0946717420199947,0.012096481701537817,1.145254681706576,0.008793762072509948,0.7269685756141807
equal_update,52,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-03,100.0,0.001,Adam,1,5,0.011146652219849272,1.1635279153263387,0.012757591945778827,1.17359807729054,0.0016109397259295548,0.12627302493889336
raw,53,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=1e-03,100.0,0.001,Adam,3,5,0.003279478429443421,1.0771636140520187,0.012269097258227316,1.1338721945050623,0.008989618828783895,0.7327041786025216
